Ticker,Report Date,Publish Date,Revenue,Net Income,Operating Income (Loss)
CTSH,2015-12-31,2016-02-25,3232500000,423800000,553400000
CTSH,2016-03-31,2016-05-06,3202000000,441000000,554000000
CTSH,2016-06-30,2016-08-05,3370000000,252000000,591000000
CTSH,2016-09-30,2016-11-07,3453000000,444000000,583000000
CTSH,2016-12-31,2017-03-01,3462000000,416000000,561000000
CTSH,2017-03-31,2017-05-05,3546000000,557000000,570000000
CTSH,2017-06-30,2017-08-03,3670000000,470000000,606000000
CTSH,2017-09-30,2017-11-01,3766000000,495000000,648000000
CTSH,2017-12-31,2018-02-27,3828000000,-18000000,657000000
CTSH,2018-03-31,2018-05-07,3912000000,520000000,693000000
CTSH,2018-06-30,2018-08-02,4006000000,456000000,670000000
CTSH,2018-09-30,2018-10-30,4078000000,477000000,745000000
CTSH,2018-12-31,2019-02-19,4129000000,648000000,693000000
CTSH,2019-03-31,2019-05-03,4110000000,441000000,539000000
CTXS,2009-06-30,2009-08-04,392828000,42519000,41762000
CTXS,2009-09-30,2009-11-04,401042000,53423000,56161000
CTXS,2009-12-31,2010-02-04,451160000,88148000,81494000
CTXS,2010-03-31,2010-05-05,414272000,47349000,52575000
CTXS,2010-06-30,2010-08-09,458433000,47557000,74153000
CTXS,2010-09-30,2010-11-09,472233000,87779000,81564000
CTXS,2010-12-31,2011-02-24,529724000,94380000,113395000
CTXS,2011-03-31,2011-05-09,490888000,73503000,80907000
CTXS,2011-06-30,2011-08-08,530790000,81944000,95590000
CTXS,2011-09-30,2011-11-07,565348000,92176000,104679000
CTXS,2011-12-31,2012-02-23,619366000,108699000,135814000
CTXS,2012-03-31,2012-05-07,589495000,68267000,80750000
CTXS,2012-06-30,2012-08-07,615210000,92006000,82192000
CTXS,2012-09-30,2012-11-05,641422000,78245000,82415000
CTXS,2012-12-31,2013-02-21,739996000,114029000,145421000
CTXS,2013-03-31,2013-05-07,672899000,59688000,56608000
CTXS,2013-06-30,2013-08-06,730384000,64461000,75888000
CTXS,2013-09-30,2013-11-05,712731000,76730000,87367000
CTXS,2013-12-31,2014-02-20,802420000,138644000,160854000
CTXS,2014-03-31,2014-05-06,750819000,55939000,81537000
CTXS,2014-06-30,2014-08-05,781560000,53024000,58930000
CTXS,2014-09-30,2014-11-04,758994000,47532000,61721000
CTXS,2014-12-31,2015-02-19,851483000,95228000,126868000
CTXS,2015-03-31,2015-05-08,760802000,28887000,85683000
CTXS,2015-06-30,2015-08-07,796759000,103275000,136683000
CTXS,2015-09-30,2015-11-04,813270000,55925000,141968000
CTXS,2015-12-31,2016-02-18,275323000,131274000,4256000
CTXS,2016-03-31,2016-05-06,658773000,83463000,141264000
CTXS,2016-06-30,2016-08-05,673987000,120898000,137519000
CTXS,2016-09-30,2016-11-04,668736000,131901000,140805000
CTXS,2016-12-31,2017-02-16,734584000,199850000,207977000
CTXS,2017-03-31,2017-05-08,662677000,27621000,130928000
CTXS,2017-06-30,2017-08-04,693227000,108829000,124081000
CTXS,2017-09-30,2017-11-02,690925000,126720000,145265000
CTXS,2017-12-31,2018-02-16,777857000,-283889000,245636000
CTXS,2018-03-31,2018-05-04,697192000,144259000,171750000
CTXS,2018-06-30,2018-08-03,742365000,106833000,152584000
CTXS,2018-09-30,2018-11-05,732476000,158857000,164293000
CTXS,2018-12-31,2019-02-15,801870000,165718000,206058000
CTXS,2019-03-31,2019-05-10,719143000,110348000,129205000
CVS,2009-06-30,2009-08-03,24871000000,886000000,1600000000
CVS,2009-09-30,2009-11-05,24642000000,1021000000,1566000000
CVS,2009-12-31,2010-02-03,25308000000,1051000000,1882000000
CVS,2010-03-31,2010-05-04,23760000000,771000000,1410000000
CVS,2010-06-30,2010-07-29,24007000000,821000000,1501000000
CVS,2010-09-30,2010-11-03,23711000000,809000000,1478000000
CVS,2010-12-31,2011-02-18,24300000000,1026000000,1748000000
CVS,2011-03-31,2011-05-05,25695000000,713000000,1305000000
CVS,2011-06-30,2011-08-04,26414000000,816000000,1484000000
CVS,2011-09-30,2011-11-03,26674000000,868000000,1584000000
CVS,2011-12-31,2012-02-17,28297000000,1065000000,1958000000
CVS,2012-03-31,2012-05-02,30798000000,776000000,1404000000
CVS,2012-06-30,2012-08-07,30714000000,966000000,1708000000
CVS,2012-09-30,2012-11-06,30227000000,1006000000,1814000000
CVS,2012-12-31,2013-02-15,31381000000,1116000000,2284000000
CVS,2013-03-31,2013-05-01,30751000000,954000000,1694000000
CVS,2013-06-30,2013-08-06,31248000000,1124000000,1972000000
CVS,2013-09-30,2013-11-05,31932000000,1249000000,2154000000
CVS,2013-12-31,2014-02-11,32830000000,1265000000,2217000000
CVS,2014-03-31,2014-05-02,32689000000,1129000000,2024000000
CVS,2014-06-30,2014-08-05,34602000000,1246000000,2208000000
CVS,2014-09-30,2014-11-04,35021000000,948000000,2246000000
CVS,2014-12-31,2015-02-10,37055000000,1321000000,2321000000
CVS,2015-03-31,2015-05-01,36332000000,1221000000,2132000000
CVS,2015-06-30,2015-08-04,37169000000,1272000000,2262000000
CVS,2015-09-30,2015-10-30,38644000000,1246000000,2331000000
CVS,2015-12-31,2016-02-09,41145000000,1498000000,2750000000
CVS,2016-03-31,2016-05-03,43215000000,1146000000,2185000000
CVS,2016-06-30,2016-08-02,43725000000,924000000,2357000000
CVS,2016-09-30,2016-11-08,44615000000,1540000000,2824000000
CVS,2016-12-31,2017-02-09,45991000000,1707000000,3020000000
CVS,2017-03-31,2017-05-02,44514000000,952000000,1793000000
CVS,2017-06-30,2017-08-08,45685000000,1098000000,2117000000
CVS,2017-09-30,2017-11-06,46181000000,1285000000,2499000000
CVS,2017-12-31,2018-02-14,48406000000,3287000000,3129000000
CVS,2018-03-31,2018-05-02,45743000000,998000000,1996000000
CVS,2018-06-30,2018-08-08,46708000000,-2563000000,-1587000000
CVS,2018-09-30,2018-11-06,47269000000,1390000000,2353000000
CVS,2018-12-31,2019-02-28,54859000000,-419000000,1259000000
CVS,2019-03-31,2019-05-01,61646000000,1421000000,2690000000
CVX,2009-06-30,2009-08-06,39647000000,1745000000,2794000000
CVX,2009-09-30,2009-11-05,45180000000,3831000000,4757000000
CVX,2009-12-31,2010-02-25,47588000000,3070000000,4733000000
CVX,2010-03-31,2010-05-05,46741000000,4552000000,6232000000
CVX,2010-06-30,2010-08-05,51051000000,5409000000,6830000000
CVX,2010-09-30,2010-11-05,48554000000,3768000000,5718000000
CVX,2010-12-31,2011-02-24,51852000000,5295000000,6595000000
CVX,2011-03-31,2011-05-05,58412000000,6211000000,9193000000
CVX,2011-06-30,2011-08-04,66671000000,7732000000,10930000000
CVX,2011-09-30,2011-11-03,61261000000,7829000000,10169000000
CVX,2011-12-31,2012-02-23,58027000000,5123000000,8007000000
CVX,2012-03-31,2012-05-03,58896000000,6471000000,10260000000
CVX,2012-06-30,2012-08-02,59780000000,7210000000,9527000000
CVX,2012-09-30,2012-11-06,55660000000,5253000000,7548000000
CVX,2012-12-31,2013-02-22,56254000000,7245000000,7678000000
CVX,2013-03-31,2013-05-02,54296000000,6178000000,7761000000
CVX,2013-06-30,2013-08-07,55307000000,5365000000,6527000000
CVX,2013-09-30,2013-11-08,56603000000,4950000000,6935000000
CVX,2013-12-31,2014-02-21,53950000000,4930000000,5990000000
CVX,2014-03-31,2014-05-02,50978000000,4512000000,5641000000
CVX,2014-06-30,2014-08-06,55583000000,5665000000,6672000000
CVX,2014-09-30,2014-11-07,51822000000,5593000000,6006000000
CVX,2014-12-31,2015-02-20,42111000000,3471000000,1407000000
CVX,2015-03-31,2015-05-07,32315000000,2567000000,662000000
CVX,2015-06-30,2015-08-05,36829000000,571000000,-2165000000
CVX,2015-09-30,2015-11-06,32767000000,2037000000,1236000000
CVX,2015-12-31,2016-02-25,28014000000,-588000000,-3443000000
CVX,2016-03-31,2016-05-05,23070000000,-725000000,-2194000000
CVX,2016-06-30,2016-08-04,27844000000,-1470000000,-3429000000
CVX,2016-09-30,2016-11-03,29159000000,1283000000,192000000
CVX,2016-12-31,2017-02-23,30142000000,415000000,-785000000
CVX,2017-03-31,2017-05-04,31524000000,2682000000,1283000000
CVX,2017-06-30,2017-08-03,32877000000,1450000000,398000000
CVX,2017-09-30,2017-11-02,33892000000,1952000000,380000000
CVX,2017-12-31,2018-02-22,36381000000,3111000000,419000000
CVX,2018-03-31,2018-05-03,35968000000,3638000000,3436000000
CVX,2018-06-30,2018-08-02,40491000000,3409000000,3377000000
CVX,2018-09-30,2018-11-08,42105000000,4047000000,3999000000
CVX,2018-12-31,2019-02-22,40338000000,3730000000,3074000000
CVX,2019-03-31,2019-05-02,34189000000,2649000000,3171000000
DE,2008-10-31,2008-11-28,7401100000,345100000,849700000
DE,2009-01-31,2009-03-01,5145900000,203900000,548300000
DE,2009-04-30,2009-05-28,6747800000,472300000,881300000
DE,2009-07-31,2009-08-28,5884600000,420000000,758000000
DE,2009-10-31,2009-11-28,5334100000,-222700000,194000000
DE,2010-01-31,2010-03-01,4834800000,243200000,582800000
DE,2010-04-30,2010-05-28,7130900000,547500000,1196200000
DE,2010-07-31,2010-08-27,6836900000,617000000,1114800000
DE,2010-10-31,2010-12-17,7202000000,457300000,942800000
DE,2011-01-31,2011-02-25,6119200000,513700000,948500000
DE,2011-04-30,2011-05-27,8909700000,904300000,1533000000
DE,2011-07-31,2011-09-01,8371900000,712300000,1263400000
DE,2011-10-31,2011-12-19,8611700000,669600000,1237300000
DE,2012-01-31,2012-03-01,6766500000,532900000,992400000
DE,2012-04-30,2012-05-31,10008600000,1056200000,1792700000
DE,2012-07-31,2012-08-30,9590400000,788000000,1409600000
DE,2012-10-31,2012-12-17,9791600000,687600000,1322500000
DE,2013-01-31,2013-02-28,7421400000,649700000,1126200000
DE,2013-04-30,2013-05-30,10913500000,1084200000,1934800000
DE,2013-07-31,2013-08-29,10009900000,996500000,1731900000
DE,2013-10-31,2013-12-16,9450600000,806900000,1431800000
DE,2014-01-31,2014-02-27,7654000000,681100000,1136600000
DE,2014-04-30,2014-05-29,9947900000,980700000,1629600000
DE,2014-07-31,2014-08-28,9500200000,850700000,1446100000
DE,2014-10-31,2014-12-19,8964800000,649200000,1249100000
DE,2015-01-31,2015-02-26,6383100000,386800000,747700000
DE,2015-04-30,2015-05-28,8170700000,690500000,1182500000
DE,2015-07-31,2015-08-27,7593700000,511600000,910000000
DE,2015-10-31,2016-02-01,6715300000,351100000,619900000
DE,2016-01-31,2016-02-25,5524500000,254400000,524400000
DE,2016-04-30,2016-05-26,7875400000,495400000,924300000
DE,2016-07-31,2016-09-01,6724400000,488800000,905800000
DE,2016-10-31,2016-12-19,6519700000,285300000,633200000
DE,2017-01-31,2017-02-24,5625200000,193800000,536100000
DE,2017-04-30,2017-06-02,8287000000,802400000,1396200000
DE,2017-07-31,2017-08-31,7807800000,641800000,1106200000
DE,2017-10-31,2017-12-18,8017700000,521100000,1014800000
DE,2018-01-31,2018-03-01,6913500000,-535100000,804200000
DE,2018-04-30,2018-05-31,10720000000,1208300000,1687400000
DE,2018-07-31,2018-08-30,10308300000,910300000,1481200000
DE,2018-10-31,2018-12-17,9415900000,784900000,1301500000
DE,2019-01-31,2019-02-28,7983600000,498500000,1030200000
DE,2019-04-30,2019-05-30,11342400000,1134900000,1824200000
DIS,2015-04-30,2015-05-05,12461000000,2108000000,3106000000
DIS,2015-07-31,2015-08-04,13101000000,2483000000,3762000000
DIS,2015-10-31,2015-11-25,13512000000,1609000000,3148000000
DIS,2016-01-31,2016-02-09,15244000000,2880000000,3989000000
DIS,2016-04-30,2016-05-10,12969000000,2143000000,3363000000
DIS,2016-07-31,2016-08-09,14277000000,2597000000,4145000000
DIS,2016-10-31,2016-11-23,13142000000,1771000000,2861000000
DIS,2017-01-31,2017-02-07,14784000000,2479000000,3706000000
DIS,2017-04-30,2017-05-09,13336000000,2388000000,3750000000
DIS,2017-07-31,2017-08-08,14238000000,2366000000,3788000000
DIS,2017-10-31,2017-11-22,12779000000,1747000000,2629000000
DIS,2018-01-31,2018-02-06,15351000000,4423000000,3793000000
DIS,2018-04-30,2018-05-08,14548000000,2937000000,4037000000
DIS,2018-07-31,2018-08-07,15228000000,2916000000,3924000000
DIS,2018-10-31,2018-11-21,14307000000,2322000000,3083000000
DIS,2019-01-31,2019-02-05,15303000000,2788000000,3418000000
DIS,2019-04-30,2019-05-08,14922000000,5452000000,3391000000
DVN,2009-06-30,2009-08-05,1822000000,314000000,505000000
DVN,2009-09-30,2009-11-05,1848000000,499000000,567000000
DVN,2009-12-31,2010-02-05,2445000000,667000000,1052000000
DVN,2010-03-31,2010-05-06,3220000000,1192000000,1782000000
DVN,2010-06-30,2010-08-06,2232000000,706000000,891000000
DVN,2010-09-30,2010-11-04,2353000000,2090000000,1008000000
DVN,2010-12-31,2011-02-25,2135000000,562000000,720000000
DVN,2011-03-31,2011-05-04,2147000000,416000000,754000000
DVN,2011-06-30,2011-08-04,3220000000,2743000000,1626000000
DVN,2011-09-30,2011-11-02,3502000000,1038000000,1808000000
DVN,2011-12-31,2012-02-24,2576000000,507000000,868000000
DVN,2012-03-31,2012-05-02,2497000000,393000000,810000000
DVN,2012-06-30,2012-08-01,2559000000,477000000,977000000
DVN,2012-09-30,2012-11-07,1865000000,-719000000,173000000
DVN,2012-12-31,2013-02-21,2580000000,-357000000,613000000
DVN,2013-03-31,2013-05-01,1971000000,-1339000000,207000000
DVN,2013-06-30,2013-08-07,3088000000,683000000,1274000000
DVN,2013-09-30,2013-11-06,2714000000,429000000,870000000
DVN,2013-12-31,2014-02-28,2624000000,207000000,716000000
DVN,2014-03-31,2014-05-09,3725000000,324000000,849000000
DVN,2014-06-30,2014-08-06,4510000000,675000000,872000000
DVN,2014-09-30,2014-11-05,5336000000,1016000000,1916000000
DVN,2014-12-31,2015-02-20,7067000000,-408000000,3595000000
DVN,2015-03-31,2015-05-06,3265000000,-3599000000,73000000
DVN,2015-06-30,2015-08-05,3393000000,-2816000000,-79000000
DVN,2015-09-30,2015-11-04,3601000000,-3507000000,498000000
DVN,2015-12-31,2016-02-17,2886000000,-2974000000,-1913000000
DVN,2016-03-31,2016-05-04,2126000000,-3056000000,-140000000
DVN,2016-06-30,2016-08-03,2488000000,-1570000000,99000000
DVN,2016-09-30,2016-11-02,4233000000,993000000,1846000000
DVN,2016-12-31,2017-02-15,1457000000,2577000000,-2013000000
DVN,2017-03-31,2017-05-03,3551000000,303000000,426000000
DVN,2017-06-30,2017-08-02,2165000000,219000000,254000000
DVN,2017-09-30,2017-11-01,3156000000,228000000,399000000
DVN,2017-12-31,2018-02-21,5077000000,148000000,-9000000
DVN,2018-03-31,2018-05-02,3810000000,-197000000,257000000
DVN,2018-06-30,2018-08-01,2249000000,-425000000,-124000000
DVN,2018-09-30,2018-11-07,2579000000,2537000000,213000000
DVN,2018-12-31,2019-02-20,2096000000,1149000000,1315000000
DVN,2019-03-31,2019-05-01,1501000000,-317000000,-389000000
EBAY,2015-03-31,2015-04-23,2061000000,626000000,598000000
EBAY,2015-06-30,2015-07-21,2110000000,83000000,493000000
EBAY,2015-09-30,2015-10-28,2099000000,539000000,643000000
EBAY,2015-12-31,2016-02-01,2322000000,477000000,734000000
EBAY,2016-03-31,2016-04-27,2137000000,482000000,666000000
EBAY,2016-06-30,2016-07-21,2230000000,435000000,595000000
EBAY,2016-09-30,2016-10-20,2217000000,413000000,598000000
EBAY,2016-12-31,2017-02-06,2395000000,5936000000,697000000
EBAY,2017-03-31,2017-04-20,2217000000,1035000000,608000000
EBAY,2017-06-30,2017-07-21,2328000000,27000000,541000000
EBAY,2017-09-30,2017-10-20,2409000000,523000000,646000000
EBAY,2017-12-31,2018-02-05,2613000000,-2601000000,742000000
EBAY,2018-03-31,2018-04-26,2580000000,407000000,651000000
EBAY,2018-06-30,2018-07-19,2640000000,642000000,472000000
EBAY,2018-09-30,2018-10-31,2649000000,721000000,621000000
EBAY,2018-12-31,2019-01-30,2877000000,760000000,764000000
EBAY,2019-03-31,2019-04-24,2643000000,518000000,681000000
EOG,2009-12-31,2010-02-02,1760862000,400427000,778019000
EOG,2010-03-31,2010-05-04,1370693000,118015000,289497000
EOG,2010-06-30,2010-08-05,1357968000,59872000,220863000
EOG,2010-09-30,2010-11-02,1582075000,-70906000,341213000
EOG,2010-12-31,2011-02-24,1789160000,53673000,414393000
EOG,2011-03-31,2011-05-06,1897106000,133973000,361779000
EOG,2011-06-30,2011-08-04,2570250000,295574000,946907000
EOG,2011-09-30,2011-11-01,2885744000,540878000,1033461000
EOG,2011-12-31,2012-02-24,2773015000,120698000,802199000
EOG,2012-03-31,2012-05-08,2806651000,324009000,692919000
EOG,2012-06-30,2012-08-02,2909319000,395778000,746556000
EOG,2012-09-30,2012-11-05,2954855000,355491000,668622000
EOG,2012-12-31,2013-02-22,3011811000,-504999000,642435000
EOG,2013-03-31,2013-05-06,3356514000,494725000,886622000
EOG,2013-06-30,2013-08-06,3840185000,659692000,1130011000
EOG,2013-09-30,2013-11-06,3541396000,462498000,855686000
EOG,2013-12-31,2014-02-24,3749023000,580194000,1089833000
EOG,2014-03-31,2014-05-06,4083671000,660928000,1197640000
EOG,2014-06-30,2014-08-05,4187556000,706353000,1183765000
EOG,2014-09-30,2014-11-04,5118616000,1103618000,1841704000
EOG,2014-12-31,2015-02-18,4645497000,444588000,1762289000
EOG,2015-03-31,2015-05-04,2318538000,-169748000,-103559000
EOG,2015-06-30,2015-08-06,2469701000,5268000,108145000
EOG,2015-09-30,2015-11-05,2172428000,-4075739000,84463000
EOG,2015-12-31,2016-02-25,1796761000,-284296000,-161582000
EOG,2016-03-31,2016-05-05,1354349000,-471776000,-566524000
EOG,2016-06-30,2016-08-04,1775740000,-292558000,-215459000
EOG,2016-09-30,2016-11-03,2118504000,-190000000,-15490000
EOG,2016-12-31,2017-02-27,2402039000,-142352000,192459000
EOG,2017-03-31,2017-05-08,2610565000,28517000,300933000
EOG,2017-06-30,2017-08-01,2612472000,23053000,206842000
EOG,2017-09-30,2017-11-02,2644844000,100541000,268513000
EOG,2017-12-31,2018-02-27,3340439000,2430468000,629354000
EOG,2018-03-31,2018-05-03,3681162000,638589000,939197000
EOG,2018-06-30,2018-08-02,4238077000,696731000,1016639000
EOG,2018-09-30,2018-11-01,4781624000,1190952000,1551304000
EOG,2018-12-31,2019-02-26,4574536000,892768000,1309227000
EOG,2019-03-31,2019-05-02,4058642000,635426000,948886000
F,2009-12-31,2010-02-06,34811000000,886000000,2215000000
F,2010-03-31,2010-03-31,31566000000,2085000000,3379000000
F,2010-06-30,2010-08-06,35067000000,2599000000,4233000000
F,2010-09-30,2010-11-06,29893000000,1687000000,3042000000
F,2010-12-31,2011-02-08,32428000000,190000000,2156000000
F,2011-03-31,2011-05-10,33114000000,2551000000,3658000000
F,2011-06-30,2011-08-05,35527000000,2398000000,3346000000
F,2011-09-30,2011-11-04,33047000000,1649000000,2564000000
F,2011-12-31,2012-02-04,33917000000,13615000000,1578000000
F,2012-03-31,2012-03-31,32445000000,1396000000,2649000000
F,2012-06-30,2012-08-03,33211000000,1040000000,2381000000
F,2012-09-30,2012-11-02,32172000000,1631000000,2548000000
F,2012-12-31,2013-02-02,35731000000,1546000000,1336000000
F,2013-03-31,2013-03-31,35649000000,1611000000,2480000000
F,2013-06-30,2013-07-31,37923000000,1233000000,2143000000
F,2013-09-30,2013-10-31,35775000000,1272000000,2464000000
F,2013-12-31,2014-01-31,37570000000,7837000000,8582000000
F,2014-03-31,2014-03-31,35876000000,989000000,1444000000
F,2014-06-30,2014-07-31,37411000000,1311000000,2584000000
F,2014-09-30,2014-10-31,34920000000,835000000,1165000000
F,2014-12-31,2015-01-31,35870000000,-1904000000,-4861000000
F,2015-03-31,2015-03-31,33900000000,1153000000,1890000000
F,2015-06-30,2015-07-28,37263000000,2160000000,2648000000
F,2015-09-30,2015-10-27,38144000000,2192000000,2640000000
F,2015-12-31,2016-01-27,40251000000,1868000000,-197000000
F,2016-03-31,2016-03-31,37718000000,2452000000,2451000000
F,2016-06-30,2016-07-28,39485000000,1970000000,1921000000
F,2016-09-30,2016-10-27,35943000000,957000000,418000000
F,2016-12-31,2017-01-27,38654000000,-783000000,951000000
F,2017-03-31,2017-03-31,39146000000,1592000000,1464000000
F,2017-06-30,2017-07-26,39853000000,2042000000,1531000000
F,2017-09-30,2017-10-26,36451000000,1564000000,971000000
F,2017-12-31,2018-02-08,41326000000,2404000000,847000000
F,2018-03-31,2018-04-26,41959000000,1736000000,1121000000
F,2018-06-30,2018-07-26,38920000000,1066000000,586000000
F,2018-09-30,2018-10-25,37666000000,991000000,864000000
F,2018-12-31,2019-02-21,41793000000,-116000000,632000000
F,2019-03-31,2019-04-26,40342000000,1146000000,1202000000
FCX,2018-06-30,2018-08-06,5168000000,869000000,1678000000
FCX,2018-09-30,2018-11-09,4908000000,556000000,1253000000
FCX,2018-12-31,2019-02-06,3684000000,485000000,247000000
FCX,2019-03-31,2019-05-07,3792000000,31000000,330000000
FDX,2011-02-28,2011-03-18,9663000000,231000000,414000000
FDX,2011-05-31,2011-07-12,10552000000,558000000,889000000
FDX,2011-08-31,2011-09-23,10521000000,464000000,737000000
FDX,2011-11-30,2011-12-16,10587000000,497000000,780000000
FDX,2012-02-29,2012-03-23,10564000000,521000000,813000000
FDX,2012-05-31,2012-07-16,11008000000,550000000,990000000
FDX,2012-08-31,2012-09-19,10792000000,459000000,742000000
FDX,2012-11-30,2012-12-20,11107000000,438000000,718000000
FDX,2013-02-28,2013-03-21,10953000000,361000000,636000000
FDX,2013-05-31,2013-07-15,11435000000,1458000000,1630000000
FDX,2013-08-31,2013-09-19,11024000000,489000000,795000000
FDX,2013-11-30,2013-12-19,11403000000,500000000,827000000
FDX,2014-02-28,2014-03-20,11301000000,378000000,641000000
FDX,2014-05-31,2014-07-14,11839000000,957000000,1567000000
FDX,2014-08-31,2014-09-18,11684000000,653000000,1062000000
FDX,2014-11-30,2014-12-18,11939000000,663000000,1088000000
FDX,2015-02-28,2015-03-19,11716000000,628000000,1038000000
FDX,2015-05-31,2015-07-14,12114000000,-894000000,1145000000
FDX,2015-08-31,2015-09-17,12279000000,692000000,1144000000
FDX,2015-11-30,2015-12-17,12453000000,691000000,1137000000
FDX,2016-02-29,2016-03-17,12654000000,507000000,864000000
FDX,2016-05-31,2016-07-18,12979000000,-70000000,1430000000
FDX,2016-08-31,2016-09-21,14663000000,715000000,1264000000
FDX,2016-11-30,2016-12-21,14931000000,700000000,1167000000
FDX,2017-02-28,2017-03-22,14997000000,562000000,1025000000
FDX,2017-05-31,2017-07-17,15728000000,1020000000,1557000000
FDX,2017-08-31,2017-09-20,15297000000,596000000,1117000000
FDX,2017-11-30,2017-12-20,16313000000,775000000,1262000000
FDX,2018-02-28,2018-03-21,16526000000,2074000000,1001000000
FDX,2018-05-31,2018-07-16,17314000000,1127000000,1860000000
FDX,2018-08-31,2018-09-17,17052000000,835000000,1071000000
FDX,2018-11-30,2018-12-18,17824000000,935000000,1168000000
FDX,2019-02-28,2019-03-19,17010000000,739000000,915000000
FDX,2019-05-31,2019-07-16,17807000000,-1969000000,1632000000
GE,2018-03-31,2018-05-01,28660000000,-1149000000,2809000000
GE,2018-06-30,2018-07-27,30104000000,800000000,3124000000
GE,2018-09-30,2018-10-30,29573000000,-22771000000,1774000000
GE,2018-12-31,2019-02-26,33278000000,766000000,2662000000
GE,2019-03-31,2019-04-30,27286000000,3587000000,2706000000
GILD,2009-06-30,2009-08-05,1647155000,571398000,761061000
GILD,2009-09-30,2009-11-05,1801389000,673033000,894406000
GILD,2009-12-31,2010-03-01,2032379000,802212000,1065438000
GILD,2010-03-31,2010-05-10,2085853000,854901000,1161141000
GILD,2010-06-30,2010-08-09,1927224000,712061000,992627000
GILD,2010-09-30,2010-11-08,1937656000,704876000,979073000
GILD,2010-12-31,2011-02-28,1998687000,629419000,829381000
GILD,2011-03-31,2011-05-09,1926094000,651141000,901969000
GILD,2011-06-30,2011-08-05,2137253000,746227000,1016718000
GILD,2011-09-30,2011-11-04,2121660000,741124000,1003678000
GILD,2011-12-31,2012-02-23,2200378000,665145002,867476002
GILD,2012-03-31,2012-05-04,2282449000,441956000,800186000
GILD,2012-06-30,2012-08-01,2405186000,711564000,1059092000
GILD,2012-09-30,2012-11-06,2426597000,675505000,1043914000
GILD,2012-12-31,2013-02-27,2587768000,762975000,1106808000
GILD,2013-03-31,2013-05-08,2531635000,722186000,1025259000
GILD,2013-06-30,2013-08-01,2767394000,772605000,1153838000
GILD,2013-09-30,2013-10-31,2782833000,788606000,1147861000
GILD,2013-12-31,2014-02-25,3120138000,791603000,1197042000
GILD,2014-03-31,2014-05-07,4999000000,2227000000,3043000000
GILD,2014-06-30,2014-08-04,6535000000,3656000000,4412000000
GILD,2014-09-30,2014-11-05,6042000000,2731000000,3480000000
GILD,2014-12-31,2015-02-25,7314000000,3487000000,4330000000
GILD,2015-03-31,2015-05-08,7594000000,4333000000,5371000000
GILD,2015-06-30,2015-08-05,8244000000,4492000000,5616000000
GILD,2015-09-30,2015-11-04,8295000000,4600000000,5585000000
GILD,2015-12-31,2016-02-24,8506000000,4683000000,5621000000
GILD,2016-03-31,2016-05-06,7794000000,3566000000,4651000000
GILD,2016-06-30,2016-08-05,7776000000,3497000000,4538000000
GILD,2016-09-30,2016-11-07,7500000000,3330000000,4399000000
GILD,2016-12-31,2017-02-27,7320000000,3108000000,4045000000
GILD,2017-03-31,2017-05-10,6505000000,2702000000,3767000000
GILD,2017-06-30,2017-08-07,7141000000,3073000000,4254000000
GILD,2017-09-30,2017-11-07,6512000000,2718000000,3812000000
GILD,2017-12-31,2018-02-27,5949000000,-3865000000,2291000000
GILD,2018-03-31,2018-05-09,5088000000,1538000000,2153000000
GILD,2018-06-30,2018-08-06,5648000000,1817000000,2280000000
GILD,2018-09-30,2018-11-06,5596000000,2097000000,2623000000
GILD,2018-12-31,2019-02-26,5795000000,3000000,1144000000
GILD,2019-03-31,2019-05-08,5281000000,1975000000,2237000000
GLW,2009-06-30,2009-07-29,1395000000,612000000,221000000
GLW,2009-09-30,2009-10-29,1479000000,644000000,230000000
GLW,2009-12-31,2010-02-10,1532000000,738000000,200000000
GLW,2010-03-31,2010-04-30,1553000000,816000000,403000000
GLW,2010-06-30,2010-07-30,1712000000,913000000,430000000
GLW,2010-09-30,2010-11-01,1602000000,785000000,319000000
GLW,2010-12-31,2011-02-10,1765000000,1044000000,649000000
GLW,2011-03-31,2011-04-29,1923000000,748000000,460000000
GLW,2011-06-30,2011-07-29,2005000000,755000000,424000000
GLW,2011-09-30,2011-10-27,2075000000,811000000,587000000
GLW,2011-12-31,2012-02-13,1887000000,503000000,241000000
GLW,2012-03-31,2012-04-27,1920000000,474000000,361000000
GLW,2012-06-30,2012-07-27,1908000000,474000000,328000000
GLW,2012-09-30,2012-10-25,2038000000,533000000,411000000
GLW,2012-12-31,2013-02-13,2146000000,155000000,79000000
GLW,2013-03-31,2013-04-26,1814000000,494000000,324000000
GLW,2013-06-30,2013-07-31,1982000000,638000000,424000000
GLW,2013-09-30,2013-10-30,2067000000,408000000,439000000
GLW,2013-12-31,2014-02-10,1956000000,421000000,184000000
GLW,2014-03-31,2014-04-28,2289000000,301000000,315000000
GLW,2014-06-30,2014-07-31,2482000000,169000000,460000000
GLW,2014-09-30,2014-10-29,2540000000,1014000000,620000000
GLW,2014-12-31,2015-02-13,2404000000,988000000,536000000
GLW,2015-03-31,2015-05-01,2265000000,407000000,412000000
GLW,2015-06-30,2015-07-30,2343000000,496000000,431000000
GLW,2015-09-30,2015-10-27,2272000000,212000000,392000000
GLW,2015-12-31,2016-02-12,2231000000,224000000,87000000
GLW,2016-03-31,2016-04-29,2047000000,-368000000,177000000
